Materialnr.;Unnamed: 1;Artikelbezeichnung;Artikelbezeichnung 2;"Waren
gruppe";" Artkel 
VK 01.01.19 ";" Material/
100mm
01.01.2019 "; Schnitt ; Preiseinheit ;Max. Zuschnitt; Sonder Rabatte 
50143;50143;FiFo-Regal 1200 I-40 montiert;-;010223; 978,42 € ;;;1.0;;
50144;50144;FiFo-Regal 1800 B-45 als Bausatz;-;010121; 993,52 € ;;;1.0;;
50145;50145;FiFo-Regal 1800 B-45 montiert;-;010121; 1.274,74 € ;;;1.0;;
50146;50146;FiFo-Regal 1800 I-40 als Bausatz;-;010223; 993,52 € ;;;1.0;;
50147;50147;FiFo-Regal 1800 I-40 montiert;-;010223; 1.274,74 € ;;;1.0;;
50148;50148;FiFo-Regal 2400 B-45 als Bausatz;-;010121; 1.370,68 € ;;;1.0;;
50149;50149;FiFo-Regal 2400 B-45 montiert;-;010121; 1.634,50 € ;;;1.0;;
50150;50150;FiFo-Regal 2400 I-40 als Bausatz;-;010223; 1.370,68 € ;;;1.0;;
50151;50151;FiFo-Regal 2400 I-40 montiert;-;010223; 1.722,22 € ;;;1.0;;
50192;50192;Arbeitsplatz Variante 1 mit Gelenkfüsse;"Länge:1200mm;Breite:600mm,Höhe:2100mm";010123; 1.466,72 € ;;;1.0;;
50193;50193;Arbeitsplatz Variante 1 mit Gelenkfüsse;"Länge:1200mm;Breite:600mm,Höhe:2100mm";010123; 1.683,05 € ;;;1.0;;
50194;50194;Arbeitsplatz Variante 2 mit Gelenkfuss;"Länge:1200mm;Breite:600mm,Höhe:2100mm";010223; 1.466,72 € ;;;1.0;;
50195;50195;Arbeitsplatz Variante 2 mit Gelenkfuss;"Länge:1200mm;Breite:600mm,Höhe:2100mm";010223; 1.683,05 € ;;;1.0;;
800200;800200;Gleitrampe: PA6GF30, schwarz;-;010123; 1,47 € ;;;1.0;;
800201;0.0.620.84;"Gleitrampe, PA6.6 CF15 schwarz; ESD";-;010123; 2,92 € ;;;1.0;;
800400;800400;"Käfig für Endstück H26; PA6GF30 schwa";-;010123; 0,33 € ;;;1.0;;
800401;800401;Käfig für Endstück H26;"PA6.6  CF15; schwarz; ESD";010123; 0,65 € ;;;1.0;;
800500;800500;Variabler Halter AL D28, Stahl verzinkt;-;010123; 4,26 € ;;;1.0;;
800501;800501;Variabler Halter AL D28: stahl verzinkt;-;010123; 4,26 € ;;;1.0;;
800502;800502;Set Variabler Halter außen AL D28; stahl verzinkt;010123; 4,67 € ;;;1.0;;
800503;800503;Set Variabler Halter innen AL D28;stahl verzinkt;010123; 4,74 € ;;;1.0;;
800550;800550;Einhänge Halter AL D28, stahl verzinkt;-;010123; 4,54 € ;;;1.0;;
800551;800551;"Einhänge Halter AL D28; stahl verzinkt";mit Stopp;010123; 5,14 € ;;;1.0;;
800552;800552;Set einhänge Halter AL D28. stahl verzi;inkl. selbstbohrende Schrauben;010123; 4,76 € ;;;1.0;;
800553;800553;"Set Einhänge Halter mit Stopp; AL D28";stahl verzinkt: inkl. selbstbohrender Sc;010123; 5,35 € ;;;1.0;;
801000;801000;Abschlussplatte 40x40x5 Stahl verzinkt;-;010123; 2,88 € ;;;1.0;;
801001;0.0.622.29;Abschlussplatte Set 40x40x5;"inkl. Schrauben; stahl verzinkt";010123; 3,16 € ;;;1.0;;
801002;801002;Abschlussplatte mit Stopp 40x80x5 Stahl ;verzinkt;010123; 4,15 € ;;;1.0;;
801003;0.0.622.30;Abschlussplatte mit Stopp Set 40x80x5;"inkl. Schrauben; stahl verzinkt";010123; 4,40 € ;;;1.0;;
801050;801050;Rollenelement mit Rolle R28, schwarz;Käfig PA6GF30 schwarz inkl. Achse vormo;010123; 0,69 € ;;;1.0;;
801051;801051;Rollenelement mit Rolle R28, rot;Käfig PA6GF30 schwarz inkl. Achse vormo;010123; 0,81 € ;;;1.0;;
801052;801052;Rollenelement mit Rolle R28, gelb;Käfig PA6GF30 schwarz inkl. Achse vormo;010123; 0,81 € ;;;1.0;;
801053;801053;Rollenelement mit Rolle R28, grün;Käfig PA6GF30 schwarz inkl. Achse vormo;010123; 0,81 € ;;;1.0;;
801054;801054;Rollenelement mit Rolle R28, grau;Käfig PA6GF30 schwarz inkl. Achse vormo;010123; 0,81 € ;;;1.0;;
801055;801055;Rollenelement mit Rolle R28, schwarz ESD;"Käfig PA6.6CF15 schwarz ESD; inkl. Achs";010123; 1,00 € ;;;1.0;;
801056;801056;Rollenelement mit Rolle R28, grau;Käfig PA6GF30 grau, inkl. Achse vormo;010123; 0,81 € ;;;1.0;;
801100;801100;Rollenelement mit Rolle H26, schwarz;"Käfig PA6.6GF30; schwarz; inkl. Achse; ";010123; 1,17 € ;;;1.0;;
801101;801101;Rollenelement mit Rolle H26, rot;"Käfig PA6.6GF30; schwarz; inkl. Achse; ";010123; 1,25 € ;;;1.0;;
801102;801102;Rollenelement mit Rolle H26, gelb;"Käfig PA6.6GF30; schwarz; inkl. Achse; ";010123; 1,25 € ;;;1.0;;
801103;801103;Rollenelement mit Rolle H26, grün;"Käfig PA6.6GF30; schwarz; inkl. Achse; ";010123; 1,25 € ;;;1.0;;
801104;801104;Rollenelement mit Rolle H26, grau;"Käfig PA6.6GF30; schwarz; inkl. Achse; ";010123; 1,25 € ;;;1.0;;
801105;801105;Rollenelement mit Rolle H26, schwarz ESD;"Käfig PA6.6CF15; schwarz ; inkl. Achse;";010123; 2,01 € ;;;1.0;;
801106;801106;Rollenelement mit Rolle H26, grau;"Käfig PA6.6GF30; grau; inkl. Achse; ";010123; 1,25 € ;;;1.0;;
801150;801150;Rollenelement mit Rolle schwarz ;Käfig PA6.6GF30, schwarz  inkl. Achs;010123; 0,73 € ;;;1.0;;
801151;801151;Rollenelement mit Rolle rot;Käfig PA6.6GF30, schwarz  inkl. Achs;010123; 0,78 € ;;;1.0;;
801152;801152;Rollenelement mit Rolle gelb;Käfig PA6.6GF30, schwarz  inkl. Achse;010123; 0,78 € ;;;1.0;;
801153;801153;Rollenelement mit Rolle grün;Käfig PA6.6GF30, schwarz  inkl. Achse;010123; 0,78 € ;;;1.0;;
801154;801154;Rollenelement mit Rolle grau;Käfig PA6.6GF30, schwarz inkl. Achse;010123; 0,78 € ;;;1.0;;
801155;801155;Rollenelement mit Rolle schwarz ESD;Käfig PA6.6CF15, schwarz ESD inkl. Achs;010123; 1,06 € ;;;1.0;;
801156;801156;Rollenelement mit Rolle grau;Käfig PA6.6GF30, grau inkl. Achse;010123; 0,78 € ;;;1.0;;
801200;801200;"Rollenelement mit Rolle R28; Flansch ";"schwarz; Käfig PA6GF30 schwarz; inkl. A";010123; 0,78 € ;;;1.0;;
801201;801201;"Rollenelement mit Rolle R28; Flansch rot";" Käfig PA6GF30 schwarz; inkl. A";010123; 0,85 € ;;;1.0;;
801202;801202;"Rollenelement mit Rolle R28; Flansch ";"gelb;  Käfig PA6GF30 schwarz; inkl. A";010123; 0,85 € ;;;1.0;;
801203;801203;"Rollenelement mit Rolle R28; Flansch ";"grün;  Käfig PA6GF30 schwarz; inkl. A";010123; 0,85 € ;;;1.0;;
801204;801204;"Rollenelement mit Rolle R28; Flansch ";"grau;  Käfig PA6GF30 schwarz; inkl. A";010123; 0,85 € ;;;1.0;;
801205;801205;"Rollenelement mit Rolle R28; Flansch ";-;010123; 1,21 € ;;;1.0;;
801206;801206;"Rollenelement mit Rolle R28; Flansch ";"grau;  Käfig PA6GF30 grau; inkl. A";010123; 0,85 € ;;;1.0;;
801250;801250;Rollenelement mit Rolle R9 schwarz, ;-;010123; 2,22 € ;;;1.0;;
801251;801251;Rollenelement mit Rolle R9 rot, ;Käfig PA6GF30 schwarz inkl. Achse vormo;010123; 2,22 € ;;;1.0;;
801252;801252;Rollenelement mit Rolle R9 gelb;Käfig PA6GF30 schwarz inkl. Achse vormo;010123; 2,45 € ;;;1.0;;
801253;801253;Rollenelement mit Rolle R9 grün;Käfig PA6GF30 schwarz inkl. Achse vormo;010123; 2,45 € ;;;1.0;;
801254;801254;Rollenelement mit Rolle R9 grau;Käfig PA6GF30 schwarz inkl. Achse vormo;010123; 2,45 € ;;;1.0;;
801255;801255;Rollenelement mit Rolle R9 schwarz, ESD;Käfig PA6CF15 schwarz inkl. Achse vormo;010123; 3,11 € ;;;1.0;;
801256;801256;Rollenelement mit Rolle R9 grau;Käfig PA6GF30 grau inkl. Achse vormo;010123; 2,45 € ;;;1.0;;
801300;0.0.642.39;Selbstbohrende Schraube DIN7504;TX20 3,9x16, Material: Stahl verzinkt;010123; 13,49 € ;;;100.0;;
801310;801310;Montage Halter AL D28;-;010123; 3,46 € ;;;1.0;;
801311;801311;Set Montage Halter AL28;-;010123; 4,00 € ;;;1.0;;
801320;0.0.647.76;Bremse R28;Material: Edelstahl;010123; 1,84 € ;;;1.0;;
801330;801330;Rücklaufsperre Set ESD Stahl verzinkt;-;010123; 7,79 € ;;;1.0;;
801340;0.0.650.55;Bremse H26;Material: Edelstahl;010123; 1,64 € ;;;1.0;;
801360;0.0.622.26;Gleitleiste PE-HD, ESD schwarz, 2000mm;-;010123; 18,39 € ;;;1.0;;
801360;0.0.620.00;Gleitleiste PE-HD, ESD schwarz, 2000mm;-;010123; 18,39 € ;;;1.0;;
801370;0.0.620.26;Kugelelement mit Kugel Edelstahl;"Käfig PA6.6CF15; schwarz ESD; vormontie";010123; 5,41 € ;;;1.0;;
801371;0.0.622.22;Bürstenelement mit Bürste PA ESD;"Käfig PA6.6CF15; schwarz ESD; vormontie";010123; 6,68 € ;;;1.0;;
8114040;8114040;Aluminium-Rollenprofil 40x40, Nut 6/10;20 St. x 6000mm;010111; 1.360,60 € ;;;1.0;;
8119940;8119940;Aluminium-Rollenprofil 40x40, Nut 6/10;Längenangabe notwendig, Bearbeitung auf Anfrage;010101;; 1,26 € ; 1,82 € ;1.0;6000,0;
8814040;8814040;Aluminium-Rollenprofil 40x40, Nut 5/8;20 St. x 6000mm;010212; 1.344,69 € ;;;1.0;;
8819940;8819940;Aluminium-Rollenprofil 40x40, Nut 5/8;Längenangabe notwendig, Bearbeitung auf Anfrage;010202;; 1,25 € ; 1,78 € ;1.0;6000,0;
406514680;3842552224;"Leuchte SL24 LED, Länge: 472mm, Leistung: 24W, mit

";DIMMModul Eingang Bei 1000mm Abstand: 800lx, ;010123; 302,31 € ;;;1.0;;
406514681;3842552220;"Leuchte SL48 LED, Länge: 898mm, Leistung: 48W, mit 

Empfohlene Befestigung für B45:
2x 402 150021 (Flanschkopf M6x16)
2x 412 530285 (Hammermutter N10, M6)
Empfohlene Befestigung für I40:
2x 402 150021 (Flanschkopf M6x16)
2x 282 200500 (Hammermutter N8, M6)

";DIMMModul Eingang, Bei 1000mm Abstand: 1300lx;010123; 414,69 € ;;;1.0;;
406514682;406514682;Leuchte SL28 LED Länge: 898mm, Leistung: 28W, mit ;DIMMModul Eingang Bei 1000mm Abstand: 1000lx;010123; 294,21 € ;;;1.0;;
406514685;406514685;"LED DIMMModul, extern zur Bedienung, einer Leuchte 
";inkl. 3 m,  Verbindungsleitung;010123; 67,48 € ;;;1.0;;
406514686;406514686;LED DIMMModul, extern zur zentralen Bedienung ;max. 6 Leuchten ohne Verbindungsleitung;010123; 186,14 € ;;;1.0;;
406514687;406514687;DIMMModul Verbindungsleitung 1 mtr., 2 polig;-;010123; 19,36 € ;;;1.0;;
406514688;406514688;DIMMModul Verbindungsleitung 2 mtr., 2 polig;-;010123; 20,99 € ;;;1.0;;
406514689;406514689;DIMMModul Verbindungsleitung 3 mtr., 2 polig;-;010123; 22,62 € ;;;1.0;;
406514690;406514690;DIMMModul Verbindungsleitung 4 mtr., 2 polig;-;010123; 24,25 € ;;;1.0;;
406514691;406514691;DIMMModul Verbindungsleitung 5 mtr., 2 polig;-;010123; 25,96 € ;;;1.0;;
0.0.436.88;201010003;Scheibendichtung 2-4/4-6 N8/10 Schwarz (;siehe Artikelummer I-40, ITEM auf Anfrage;--; auf Anfrage ;;;;;
0.0.436.85;201010004;Scheibendichtung Nut8 2-4mm Nut10 4 mm;siehe Artikelummer I-40, ITEM auf Anfrage;--; auf Anfrage ;;;;;
0.0.489.91;201010005;Scheibendichtung Nut8 2-4mm Nut10 4 mm;siehe Artikelummer I-40, ITEM auf Anfrage;--; auf Anfrage ;;;;;
0.0.452.01;201032100;Abdeckprofil 32, Nut 8;siehe Artikelummer I-40, ITEM auf Anfrage;--; auf Anfrage ;;;;;
0.0.453.65;201080000;Wandprofil 80;siehe Artikelummer I-40, ITEM auf Anfrage;--; auf Anfrage ;;;;;
0.0.196.42;201080999;Wandprofil 80;siehe Artikelummer I-40, ITEM auf Anfrage;--; auf Anfrage ;;;;;
0.0.453.66;201120000;Wandprofil 120;siehe Artikelummer I-40, ITEM auf Anfrage;--; auf Anfrage ;;;;;
0.0.418.33;201120120;Abdeckkappe für Kabelkanal 120x120;siehe Artikelummer I-40, ITEM auf Anfrage;--; auf Anfrage ;;;;;
0.0.411.35;201120160;Abdeckkappe für Kabelkanal 120x160;siehe Artikelummer I-40, ITEM auf Anfrage;--; auf Anfrage ;;;;;
0.0.411.19;201120999;Wandprofil 120;siehe Artikelummer I-40, ITEM auf Anfrage;--; auf Anfrage ;;;;;
0.0.453.57;201260000;Trägerprofil 160 ohne Nut;siehe Artikelummer I-40, ITEM auf Anfrage;--; auf Anfrage ;;;;;
0.0.265.84;201260999;Trägerprofil 160 ohne Nut;siehe Artikelummer I-40, ITEM auf Anfrage;--; auf Anfrage ;;;;;
0.0.453.52;201280000;Trägerprofil 80 ohne Nut;siehe Artikelummer I-40, ITEM auf Anfrage;--; auf Anfrage ;;;;;
0.0.196.41;201280999;Trägerprofil 80 ohne Nut;siehe Artikelummer I-40, ITEM auf Anfrage;--; auf Anfrage ;;;;;
0.0.452.09;201400000;Kanaldeckel 40;siehe Artikelummer I-40, ITEM auf Anfrage;--; auf Anfrage ;;;;;
0.0.453.90;201400100;Verbindungsprofil 40 (Paar), Nut 8;siehe Artikelummer I-40, ITEM auf Anfrage;--; auf Anfrage ;;;;;
7.0.001.46;201400999;Kanaldeckel 40;siehe Artikelummer I-40, ITEM auf Anfrage;--; auf Anfrage ;;;;;
0.0.411.33;201401200;Abdeckkappe für Kabelkanal 40x120;siehe Artikelummer I-40, ITEM auf Anfrage;--; auf Anfrage ;;;;;
0.0.364.81;201401600;Abdeckkappe für Kabelkanal 40x160;siehe Artikelummer I-40, ITEM auf Anfrage;--; auf Anfrage ;;;;;
0.0.487.28;201404000;Kabelkanal 40x40;siehe Artikelummer I-40, ITEM auf Anfrage;--; auf Anfrage ;;;;;
0.0.196.88;201404010;Abdeckkappe für Kabelkanal 40x40;siehe Artikelummer I-40, ITEM auf Anfrage;--; auf Anfrage ;;;;;
0.0.479.74;201404020;Durchführung Wand 40;siehe Artikelummer I-40, ITEM auf Anfrage;--; auf Anfrage ;;;;;
0.0.479.76;201404030;Durchführung Deckel 40;siehe Artikelummer I-40, ITEM auf Anfrage;--; auf Anfrage ;;;;;
0.0.487.27;201404999;Kabelkanal 40x40;siehe Artikelummer I-40, ITEM auf Anfrage;--; auf Anfrage ;;;;;
0.0.487.43;201408000;Kabelkanal 80x40;siehe Artikelummer I-40, ITEM auf Anfrage;--; auf Anfrage ;;;;;
0.0.196.89;201408010;Abdeckkappe für Kabelkanal 40x80;siehe Artikelummer I-40, ITEM auf Anfrage;--; auf Anfrage ;;;;;
0.0.487.42;201408999;Kabelkanal 80x40;siehe Artikelummer I-40, ITEM auf Anfrage;--; auf Anfrage ;;;;;
0.0.453.46;201500000;Rohr D50 AL;siehe Artikelummer I-40, ITEM auf Anfrage;--; auf Anfrage ;;;;;
0.0.452.02;201600100;Abdeckprofil 60, Nut 8;siehe Artikelummer I-40, ITEM auf Anfrage;--; auf Anfrage ;;;;;
7.0.002.77;201800000;Kanaldeckel 80;siehe Artikelummer I-40, ITEM auf Anfrage;--; auf Anfrage ;;;;;
7.0.002.73;201800999;Kanaldeckel 80;siehe Artikelummer I-40, ITEM auf Anfrage;--; auf Anfrage ;;;;;
0.0.411.34;201801200;Abdeckkappe für Kabelkanal 80x120;siehe Artikelummer I-40, ITEM auf Anfrage;--; auf Anfrage ;;;;;
0.0.265.97;201801600;Abdeckkappe für Kabelkanal 80x160;siehe Artikelummer I-40, ITEM auf Anfrage;--; auf Anfrage ;;;;;
0.0.406.67;201801645;Abdeckkappe für Kabelkanal 80x160 20°;siehe Artikelummer I-40, ITEM auf Anfrage;--; auf Anfrage ;;;;;
0.0.487.46;201808000;Kabelkanal 80x80;siehe Artikelummer I-40, ITEM auf Anfrage;--; auf Anfrage ;;;;;
0.0.196.90;201808010;Abdeckkappe für Kabelkanal 80x80;siehe Artikelummer I-40, ITEM auf Anfrage;--; auf Anfrage ;;;;;
0.0.479.75;201808020;Durchführung Wand 80;siehe Artikelummer I-40, ITEM auf Anfrage;--; auf Anfrage ;;;;;
0.0.479.77;201808030;Durchführung Deckel 80;siehe Artikelummer I-40, ITEM auf Anfrage;--; auf Anfrage ;;;;;
0.0.406.68;201808045;Abdeckkappe für Kabelkanal 80x80 45°;siehe Artikelummer I-40, ITEM auf Anfrage;--; auf Anfrage ;;;;;
0.0.487.45;201808999;Kabelkanal 80x80;siehe Artikelummer I-40, ITEM auf Anfrage;--; auf Anfrage ;;;;;
0.0.459.05;202100500;Befestigungssatz 6 für Schloßsystem 6-;siehe Artikelummer I-40, ITEM auf Anfrage;--; auf Anfrage ;;;;;
0.0.458.36;202100501;Befestigungssatz 8 für Schloßsystem 6-;siehe Artikelummer I-40, ITEM auf Anfrage;--; auf Anfrage ;;;;;
0.0.653.82;202100502;Befestigungssatz 8 D30;siehe Artikelummer I-40, ITEM auf Anfrage;--; auf Anfrage ;;;;;
0.0.653.06;202100503;Befestigungssatz 8 80 D30;siehe Artikelummer I-40, ITEM auf Anfrage;--; auf Anfrage ;;;;;
0.0.406.40;202200200;Endschalter 6,5 mm;siehe Artikelummer I-40, ITEM auf Anfrage;--; auf Anfrage ;;;;;
0.0.406.41;202200201;Endschalter 8,0 mm;siehe Artikelummer I-40, ITEM auf Anfrage;--; auf Anfrage ;;;;;
0.0.406.42;202200202;Endschalter 12,0 mm;siehe Artikelummer I-40, ITEM auf Anfrage;--; auf Anfrage ;;;;;
0.0.411.30;202200203;Endschalter D 18,0 mm;siehe Artikelummer I-40, ITEM auf Anfrage;--; auf Anfrage ;;;;;
0.0.411.31;202200204;Endschalter D 20,0 mm;siehe Artikelummer I-40, ITEM auf Anfrage;--; auf Anfrage ;;;;;
0.0.419.65;202300104;Winkel 60x60 Nut 6 und 12;siehe Artikelummer I-40, ITEM auf Anfrage;--; auf Anfrage ;;;;;
0.0.003.20;202300104;Winkel 60x60 Nut 6 und 12;siehe Artikelummer I-40, ITEM auf Anfrage;--; auf Anfrage ;;;;;
0.0.474.60;202350100;Befestigungswinkel 40x40x20;siehe Artikelummer I-40, ITEM auf Anfrage;--; auf Anfrage ;;;;;
0.0.474.61;202350101;Befestigungswinkel 60x40x20;siehe Artikelummer I-40, ITEM auf Anfrage;--; auf Anfrage ;;;;;
0.0.474.62;202350102;Befestigungswinkel 60x60x20;siehe Artikelummer I-40, ITEM auf Anfrage;--; auf Anfrage ;;;;;
0.0.416.33;202350400;Anschlagpuffer M4 D15x15;siehe Artikelummer I-40, ITEM auf Anfrage;--; auf Anfrage ;;;;;
0.0.416.35;202350401;Anschlagpuffer M6 D20x15;siehe Artikelummer I-40, ITEM auf Anfrage;--; auf Anfrage ;;;;;
0.0.416.37;202350402;Anschlagpuffer M8 D30x30;siehe Artikelummer I-40, ITEM auf Anfrage;--; auf Anfrage ;;;;;
0.0.416.39;202350403;Parabel-Feder M8 D30x36;siehe Artikelummer I-40, ITEM auf Anfrage;--; auf Anfrage ;;;;;
0.0.416.41;202350404;Parabel-Feder M10 D50x58;siehe Artikelummer I-40, ITEM auf Anfrage;--; auf Anfrage ;;;;;
0.0.416.43;202350405;Parabel-Feder M12 D75x89;siehe Artikelummer I-40, ITEM auf Anfrage;--; auf Anfrage ;;;;;
7.0.001.30;202500100;"Profil M W40x40x4E; L= 2000 mm";siehe Artikelummer I-40, ITEM auf Anfrage;--; auf Anfrage ;;;;;
7.0.002.70;202500100;"Profil M W40x40x4E; L= 2000 mm";siehe Artikelummer I-40, ITEM auf Anfrage;--; auf Anfrage ;;;;;
7.0.001.32;202500101;"Profil M W80x40x8E; L= 2000 mm";siehe Artikelummer I-40, ITEM auf Anfrage;--; auf Anfrage ;;;;;
7.0.002.71;202500101;"Profil M W80x40x8E; L= 2000 mm";siehe Artikelummer I-40, ITEM auf Anfrage;--; auf Anfrage ;;;;;
7.0.002.72;202500102;"Profil M W80x80x8E; L= 2000 mm";siehe Artikelummer I-40, ITEM auf Anfrage;--; auf Anfrage ;;;;;
0.0.370.35;202528600;Stufenbohrer D12 ;siehe Artikelummer I-40, ITEM auf Anfrage;--; auf Anfrage ;;;;;
0.0.465.90;202528602;Stufenbohrer D20;siehe Artikelummer I-40, ITEM auf Anfrage;--; auf Anfrage ;;;;;
0.0.026.90;202528603;Stufenbohrer MK2 D20;siehe Artikelummer I-40, ITEM auf Anfrage;--; auf Anfrage ;;;;;
0.0.465.89 ;202528604;Bohreinheit Nut8;siehe Artikelummer I-40, ITEM auf Anfrage;--; auf Anfrage ;;;;;
0.0.265.21;202528605;Stufenbohrer D15;siehe Artikelummer I-40, ITEM auf Anfrage;--; auf Anfrage ;;;;;
0.0.492.60;202528606;Stufenbohrer Gehrungsverbinder D14,2;siehe Artikelummer I-40, ITEM auf Anfrage;--; auf Anfrage ;;;;;
0.0.644.68;202528700;"Schraubendrehereinsatz SW5 1/4""";siehe Artikelummer I-40, ITEM auf Anfrage;--; auf Anfrage ;;;;;
0.0.627.48;202528800;Sicherheits-Winkelschraubendrehersatz ;siehe Artikelummer I-40, ITEM auf Anfrage;--; auf Anfrage ;;;;;
0.0.473.79;202528850;Schraubendreher SW1,5 Gesamtlänge 89 mm;siehe Artikelummer I-40, ITEM auf Anfrage;--; auf Anfrage ;;;;;
0.0.473.78;202528851;Schraubendreher SW2,0 Gesamtlänge 169 m;siehe Artikelummer I-40, ITEM auf Anfrage;--; auf Anfrage ;;;;;
0.0.370.58;202528852;Schraubendreher SW3 Gesamtlänge 181mm;siehe Artikelummer I-40, ITEM auf Anfrage;--; auf Anfrage ;;;;;
0.0.406.60;202528853;Schraubendreher SW4 Gesamtlänge 198mm;siehe Artikelummer I-40, ITEM auf Anfrage;--; auf Anfrage ;;;;;
0.0.026.54;202528854;Schraubendreher SW5 Gesamtlänge 205mm;siehe Artikelummer I-40, ITEM auf Anfrage;--; auf Anfrage ;;;;;
0.0.406.91;202528855;Schraubendreher SW6 Gesamtlänge 230mm;siehe Artikelummer I-40, ITEM auf Anfrage;--; auf Anfrage ;;;;;
0.0.480.34;202528856;Schraubendreher SW8 Gesamtlänge 262mm;siehe Artikelummer I-40, ITEM auf Anfrage;--; auf Anfrage ;;;;;
0.0.480.35;202528857;Schraubendreher SW10 Gesamtlänge 262mm;siehe Artikelummer I-40, ITEM auf Anfrage;--; auf Anfrage ;;;;;
0.0.370.59;202528870;Schraubendreher mit Quergriff SW3;siehe Artikelummer I-40, ITEM auf Anfrage;--; auf Anfrage ;;;;;
0.0.406.39;202528871;Schraubendreher mit Quergriff SW4;siehe Artikelummer I-40, ITEM auf Anfrage;--; auf Anfrage ;;;;;
0.0.026.29;202528872;Schraubendreher mit Quergriff SW5;siehe Artikelummer I-40, ITEM auf Anfrage;--; auf Anfrage ;;;;;
0.0.406.38;202528873;Schraubendreher mit Quergriff SW6;siehe Artikelummer I-40, ITEM auf Anfrage;--; auf Anfrage ;;;;;
0.0.480.36;202528874;Schraubendreher mit Quergriff SW8;siehe Artikelummer I-40, ITEM auf Anfrage;--; auf Anfrage ;;;;;
0.0.480.37;202528875;Schraubendreher mit Quergriff SW10;siehe Artikelummer I-40, ITEM auf Anfrage;--; auf Anfrage ;;;;;
0.0.265.63;202528900;Allzweckschere Länge 200 mm;siehe Artikelummer I-40, ITEM auf Anfrage;--; auf Anfrage ;;;;;
0.0.370.18;202600014;Kunststoffscharnier 20 Mini Nut 5;siehe Artikelummer I-40, ITEM auf Anfrage;--; auf Anfrage ;;;;;
0.0.373.82;202600024;"Metallscharnier leicht; nicht aushängba";siehe Artikelummer I-40, ITEM auf Anfrage;--; auf Anfrage ;;;;;
0.0.488.94;202600030;Aluminium Scharnier 40 leicht;siehe Artikelummer I-40, ITEM auf Anfrage;--; auf Anfrage ;;;;;
0.0.003.50;202652021;Automatikverbinder Nut12, inkl. ;siehe Artikelummer I-40, ITEM auf Anfrage;--; auf Anfrage ;;;;;
0.0.439.16;203500400;Transport- und Fußplatte 30x60mm;siehe Artikelummer I-40, ITEM auf Anfrage;--; auf Anfrage ;;;;;
0.0.431.06;203500401;Transport- und Fußplatte 30x60mm;siehe Artikelummer I-40, ITEM auf Anfrage;--; auf Anfrage ;;;;;
0.0.431.07;203500402;Transport- und Fußplatte 30x60mm;siehe Artikelummer I-40, ITEM auf Anfrage;--; auf Anfrage ;;;;;
0.0.464.64;203500403;Transport- und Fußplatte 40x40mm Nut 5;siehe Artikelummer I-40, ITEM auf Anfrage;--; auf Anfrage ;;;;;
0.0.437.59;203500403;Transport- und Fußplatte 40x40mm Nut 5;siehe Artikelummer I-40, ITEM auf Anfrage;--; auf Anfrage ;;;;;
0.0.464.65;203500404;Transport- und Fußplatte 40x40mm Nut 5;siehe Artikelummer I-40, ITEM auf Anfrage;--; auf Anfrage ;;;;;
0.0.437.60;203500404;Transport- und Fußplatte 40x40mm Nut 5;siehe Artikelummer I-40, ITEM auf Anfrage;--; auf Anfrage ;;;;;
0.0.464.66;203500405;Transport- und Fußplatte 40x40mm Nut 5;siehe Artikelummer I-40, ITEM auf Anfrage;--; auf Anfrage ;;;;;
0.0.437.61;203500405;Transport- und Fußplatte 40x40mm Nut 5;siehe Artikelummer I-40, ITEM auf Anfrage;--; auf Anfrage ;;;;;
0.0.440.71;203500406;Transport- und Fußplatte 40x80mm;siehe Artikelummer I-40, ITEM auf Anfrage;--; auf Anfrage ;;;;;
0.0.406.32;203500407;Transport- und Fußplatte 40x80mm;siehe Artikelummer I-40, ITEM auf Anfrage;--; auf Anfrage ;;;;;
0.0.406.33;203500408;Transport- und Fußplatte 40x80mm;siehe Artikelummer I-40, ITEM auf Anfrage;--; auf Anfrage ;;;;;
0.0.439.15;203500409;Transport- und Fußplatte 60x60mm;siehe Artikelummer I-40, ITEM auf Anfrage;--; auf Anfrage ;;;;;
0.0.431.08;203500410;Transport- und Fußplatte 60x60mm;siehe Artikelummer I-40, ITEM auf Anfrage;--; auf Anfrage ;;;;;
0.0.431.09;203500411;Transport- und Fußplatte 60x60mm;siehe Artikelummer I-40, ITEM auf Anfrage;--; auf Anfrage ;;;;;
0.0.440.72;203500412;Transport- und Fußplatte 80x80mm;siehe Artikelummer I-40, ITEM auf Anfrage;--; auf Anfrage ;;;;;
0.0.406.22;203500413;Transport- und Fußplatte 80x80mm;siehe Artikelummer I-40, ITEM auf Anfrage;--; auf Anfrage ;;;;;
0.0.406.23;203500414;Transport- und Fußplatte 80x80mm;siehe Artikelummer I-40, ITEM auf Anfrage;--; auf Anfrage ;;;;;
0.0.406.24;203500415;Transport- und Fußplatte 80x80mm;siehe Artikelummer I-40, ITEM auf Anfrage;--; auf Anfrage ;;;;;
0.0.625.15;203500416;Transport- und Fußplatte 50x100 M12 Zn ;siehe Artikelummer I-40, ITEM auf Anfrage;--; auf Anfrage ;;;;;
0.0.625.16;203500417;Transport- und Fußplatte 50x100 M16 Zn ;siehe Artikelummer I-40, ITEM auf Anfrage;--; auf Anfrage ;;;;;
